ticker,company_name,sector,industry,current_price,market_cap,forward_pe,trailing_pe,peg_ratio,price_to_sales,price_to_book,ev_to_revenue,ev_to_ebitda,total_revenue,net_income,profit_margin,operating_margin,gross_margin,revenue_growth,dividend_yield,beta,eps
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,60.85,74311163904,26.268076,31.528498,,6.416091,5.95576,9.032,16.617,11582000128.0,2367000064.0,0.20462999,0.39554,0.61224,0.083,3.29,0.637,1.93
WY,Weyerhaeuser,Real Estate,Timber REITs,23.8,17171960832,94.369545,51.73913,,2.4281619,1.8177651,3.146,21.815,7072000000.0,331000000.0,0.0468,0.02854,0.16516,0.021,3.53,1.088,0.46
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,187.85,22425667584,20.525862,20.711138,,2.834421,10.936772,2.908,13.548,7911904768.0,1131134976.0,0.14297,0.16950001,0.46307,0.046,1.41,1.548,9.07
WDAY,"Workday, Inc.",Information Technology,Application Software,205.79,54945927168,19.184837,86.83122,,5.952327,6.118693,5.533,42.209,9230999552.0,642000000.0,0.06955,0.10855,0.75636,0.126,,1.151,2.37
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,122.57,12744402944,20.762857,27.177382,,1.7922757,-34.10406,3.106,12.106,7110737920.0,504278016.0,0.07092,0.16931999,0.6855,0.083,0.82,1.092,4.51
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,137.11,33382041600,24.660427,35.337627,,3.7533214,2.979033,3.881,18.618,8894000128.0,948000000.0,0.10659,0.15653,0.38228,0.078,1.17,1.174,3.88
WTW,Willis Towers Watson,Financials,Insurance Brokers,326.27,31826982912,16.906706,15.6259575,,3.2453334,4.0513825,3.6,13.412,9806999552.0,2116000000.0,0.21576001,0.18881,0.42856997,-0.0,1.13,0.635,20.88
XEL,Xcel Energy,Utilities,Multi-Utilities,74.68,44176191488,18.13832,22.768293,,3.1048772,2.0852764,5.53,13.82,14227999744.0,1915000064.0,0.13459,0.26615998,0.45031,0.074,3.05,0.453,3.28
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,90.02,17840302080,10.58649,22.337467,,2.2270036,1.3986514,3.093,9.385,8010899968.0,805299968.0,0.100530006,0.17003,0.71624,0.097,1.07,0.612,4.03
ZTS,Zoetis,Health Care,Pharmaceuticals,125.92,55805665280,18.575888,21.198652,,5.9386683,10.298519,6.459,15.209,9397000192.0,2651000064.0,0.28211,0.39333,0.71736,0.005,1.68,0.971,5.94
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,248.3,12624850944,14.026061,25.005035,,2.4024456,3.3621752,2.642,14.257,5255000064.0,512000000.0,0.09743,0.14621,0.48391998,0.052,,1.675,9.93
YUM,Yum! Brands,Consumer Discretionary,Restaurants,150.49,41783975936,22.581144,29.335283,,5.183473,-5.5745296,6.603,18.88,8061000192.0,1447000064.0,0.17951,0.34410998,0.46173,0.084,1.89,0.668,5.13
